,DateOfBite,Species,Breed,Age,SpayNeuter,Borough
407,July 12 2018,DOG,LARGE TERRIER CROSS,5,False,Brooklyn
408,July 16 2018,DOG,LARGE TERRIER CROSS,5,False,Brooklyn
409,July 28 2018,DOG,LARGE TERRIER CROSS,4,False,Brooklyn
410,July 28 2018,DOG,LARGE TERRIER CROSS,4,False,Brooklyn
411,July 27 2018,DOG,MORKIE,4,False,Brooklyn
412,July 26 2018,DOG,MORKIE,4,False,Brooklyn
413,July 28 2018,DOG,MORKIE,4,False,Brooklyn
414,July 29 2018,DOG,MORKIE,4,False,Brooklyn
415,July 28 2018,DOG,Borzoi,4,False,Brooklyn
416,July 24 2018,DOG,Borzoi,4,True,Brooklyn
417,July 24 2018,DOG,Borzoi,4,False,Brooklyn
418,July 18 2018,DOG,Labrador Retriever Crossbreed,3,True,Brooklyn
419,July 23 2018,DOG,Labrador Retriever Crossbreed,3,False,Brooklyn
420,July 31 2018,DOG,SHIH TZU X,10,True,Brooklyn
421,July 28 2018,DOG,Pit Bull,10,False,Brooklyn
422,July 21 2018,DOG,TERRIER MIX,4,True,Brooklyn
423,July 21 2018,DOG,Chihuahua,4,False,Brooklyn
424,July 25 2018,DOG,Shih Tzu,4,False,Brooklyn
425,July 24 2018,DOG,UNCERTAIN,4,False,Brooklyn
426,July 24 2018,DOG,UNCERTAIN,4,False,Brooklyn
427,July 24 2018,DOG,UNCERTAIN,4,False,Brooklyn
428,July 23 2018,DOG,Pit Bull,4,False,Brooklyn
429,July 18 2018,DOG,Pit Bull,4,False,Brooklyn
430,July 28 2018,DOG,SHAR-PEI X,4,False,Brooklyn
431,July 20 2018,DOG,SHAR-PEI X,4,False,Brooklyn
432,July 26 2018,DOG,Maltese,4,True,Brooklyn
433,July 26 2018,DOG,UNCERTAIN,4,False,Brooklyn
434,July 27 2018,DOG,SHIH TZU X,7,True,Brooklyn
435,July 31 2018,DOG,Pit Bull,7,False,Brooklyn
436,August 04 2018,DOG,Bichon Frise,7,False,Brooklyn
437,August 06 2018,DOG,American Pit Bull Mix / Pit Bull Mix,7,False,Brooklyn
438,July 25 2018,DOG,Shih Tzu,7,False,Brooklyn
439,July 29 2018,DOG,HOUND X,2,True,Brooklyn
440,August 03 2018,DOG,"Poodle, Standard",2,False,Brooklyn
441,August 03 2018,DOG,Shih Tzu,2,False,Brooklyn
442,July 26 2018,DOG,MIXED,11M,True,Brooklyn
443,August 04 2018,DOG,Greyhound,9,True,Brooklyn
444,July 01 2018,DOG,UNCERTAIN,9,False,Brooklyn
445,August 04 2018,DOG,Beagle,9,False,Brooklyn
446,August 01 2018,DOG,Pit Bull,9,False,Brooklyn
447,August 10 2018,DOG,Staffordshire Bull Terrier,3,False,Brooklyn
448,August 05 2018,DOG,LABRADOR / SHEPHERD MIX,8,True,Brooklyn
449,August 13 2018,DOG,Chihuahua Crossbreed,6,True,Brooklyn
450,August 06 2018,DOG,UNCERTAIN,6,False,Brooklyn
451,August 03 2018,DOG,TERRIER,6,False,Brooklyn
452,August 15 2018,DOG,Chihuahua,6,False,Brooklyn
453,August 10 2018,DOG,Pit Bull,6,False,Brooklyn
454,August 11 2018,DOG,Pit Bull,6,False,Brooklyn
455,August 05 2018,DOG,Pit Bull,6,False,Brooklyn
456,August 10 2018,DOG,Pit Bull,6,False,Brooklyn
457,August 10 2018,DOG,Pit Bull,6,False,Brooklyn
458,June 21 2018,DOG,"Bull Dog, English",6,False,Brooklyn
459,July 30 2018,DOG,"Bull Dog, English",2,False,Brooklyn
460,July 28 2018,DOG,Pit Bull,2,False,Brooklyn
461,August 18 2018,DOG,BEAGLE MIX,5,True,Brooklyn
462,August 16 2018,DOG,UNCERTAIN,5,False,Brooklyn
463,August 19 2018,DOG,LARGE MIXED BREED,7,False,Brooklyn
464,August 14 2018,DOG,Chihuahua,7,False,Brooklyn
465,August 15 2018,DOG,Miniature Pinscher,7,False,Brooklyn
466,August 16 2018,DOG,ENGLISH POINTER,5,False,Brooklyn
467,August 18 2018,DOG,Shih Tzu,5,False,Brooklyn
468,August 19 2018,DOG,American Pit Bull Terrier/Pit Bull,5,False,Brooklyn
469,August 17 2018,DOG,Shih Tzu,5,False,Brooklyn
470,July 28 2018,DOG,"Shar-Pei, Chinese",4,True,Brooklyn
471,August 19 2018,DOG,LARGE MIXED BREED,2,False,Brooklyn
472,August 13 2018,DOG,Shiba Inu,4M,False,Brooklyn
473,August 21 2018,DOG,German Shepherd Crossbreed,5 YRS,True,Brooklyn
474,August 22 2018,DOG,SHEPERD,5 YRS,False,Brooklyn
475,August 17 2018,DOG,SHEPERD,5 YRS,False,Brooklyn
476,August 18 2018,DOG,SHEPERD,5 YRS,False,Brooklyn
477,August 18 2018,DOG,SHEPERD,5 YRS,False,Brooklyn
478,August 23 2018,DOG,American Pit Bull Terrier/Pit Bull,1,False,Brooklyn
479,August 23 2018,DOG,American Pit Bull Terrier/Pit Bull,1,False,Brooklyn
480,August 23 2018,DOG,Golden Retriever,1,False,Brooklyn
481,August 20 2018,DOG,Mixed/Other,2,True,Brooklyn
482,August 18 2018,DOG,Bull dog,2,False,Brooklyn
483,August 23 2018,DOG,Pit Bull,2,False,Brooklyn
484,August 28 2018,DOG,Mixed/Other,2,False,Brooklyn
485,August 25 2018,DOG,MIXED BREED,2,False,Brooklyn
486,July 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,2,False,Brooklyn
487,August 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,7,False,Brooklyn
488,July 29 2018,DOG,Pit Bull,7,False,Brooklyn
489,August 31 2018,DOG,Pit Bull,2 YRS,False,Brooklyn
490,August 27 2018,DOG,Pit Bull,2 YRS,False,Brooklyn
491,August 30 2018,DOG,German Shepherd Crossbreed,5,True,Brooklyn
492,August 29 2018,DOG,PIT BULL/BOXER MIX,3,True,Brooklyn
493,August 25 2018,DOG,BICHON FRISE/CAVALIER KING CHARLES MIX,4,True,Brooklyn
494,September 02 2018,DOG,American Pit Bull Terrier/Pit Bull,4,False,Brooklyn
495,August 21 2018,DOG,Pit Bull,4,False,Brooklyn
496,August 31 2018,DOG,Pit Bull,1,False,Brooklyn
497,August 18 2018,DOG,American Pit Bull Terrier/Pit Bull,1,False,Brooklyn
498,August 27 2018,DOG,Pit Bull,1,False,Brooklyn
499,August 29 2018,DOG,German Shepherd,8 YRS,False,Brooklyn
500,September 01 2018,DOG,LARGE MIXED BREED,2,False,Brooklyn
501,September 05 2018,DOG,"Collie, Rough Coat",3 YRS,False,Brooklyn
502,August 25 2018,DOG,Shih Tzu,5,True,Brooklyn
503,September 06 2018,DOG,SMALL MIXED BREED,3,False,Brooklyn
504,September 06 2018,DOG,LABRADOR / SHEPHERD MIX,3,False,Brooklyn
505,August 29 2018,DOG,LABRADOR / SHEPHERD MIX,10,True,Brooklyn
506,August 06 2018,DOG,AMERICAN BULLY,10,False,Brooklyn
507,August 30 2018,DOG,Maltese,10,False,Brooklyn
508,September 07 2018,DOG,Pit Bull,10,False,Brooklyn
509,September 03 2018,DOG,BASENJI,10 YRS,False,Brooklyn
510,August 31 2018,DOG,MIXED BREED,4,True,Brooklyn
511,September 11 2018,DOG,Pit Bull,4,False,Brooklyn
512,August 31 2018,DOG,YORKIE/SCHNAUZER X,7,False,Brooklyn
513,September 09 2018,DOG,LARGE MIXED BREED,7M,False,Brooklyn
514,September 11 2018,DOG,American Pit Bull Terrier/Pit Bull,7M,False,Brooklyn
515,September 10 2018,DOG,LARGE MIXED BREED,3,False,Brooklyn
516,September 07 2018,DOG,LARGE MIXED BREED,3,False,Brooklyn
517,August 31 2018,DOG,LARGE MIXED BREED,3,False,Brooklyn
518,September 07 2018,DOG,CORGI-DACHSHUND X,4,True,Brooklyn
519,September 14 2018,DOG,POINTER MIX,5,True,Brooklyn
520,September 09 2018,DOG,German Shepherd Crossbreed,12,False,Brooklyn
521,August 24 2018,DOG,Shiba Inu,6,False,Brooklyn
522,September 11 2018,DOG,MIXED BREED,6,False,Brooklyn
523,September 15 2018,DOG,MIXED BREED,2,False,Brooklyn
524,September 17 2018,DOG,MEDIUM MIXED BREED,6,False,Brooklyn
525,September 06 2018,DOG,Tibetan Terrier,14,True,Brooklyn
526,September 11 2018,DOG,German Shepherd,11,True,Brooklyn
527,September 14 2018,DOG,German Shepherd,11,False,Brooklyn
528,September 14 2018,DOG,Bull dog,11,False,Brooklyn
529,September 02 2018,DOG,Bull dog,11,False,Brooklyn
530,August 31 2018,DOG,Bull dog,11,False,Brooklyn
531,September 03 2018,DOG,Jack Russ,11,False,Brooklyn
532,September 11 2018,DOG,German Shepherd,11,False,Brooklyn
533,September 14 2018,DOG,German Shepherd,11,True,Brooklyn
534,July 23 2018,DOG,American Pit Bull Terrier/Pit Bull,11,False,Brooklyn
535,July 23 2018,DOG,American Pit Bull Terrier/Pit Bull,11,False,Brooklyn
536,September 18 2018,DOG,SHEPERD,11,False,Brooklyn
537,September 16 2018,DOG,Siberian Husky,11,False,Brooklyn
538,September 16 2018,DOG,Siberian Husky,11,False,Brooklyn
539,August 16 2018,DOG,Siberian Husky,5M,False,Brooklyn
540,September 11 2018,DOG,Wheaton Terrier,5M,False,Brooklyn
541,September 17 2018,DOG,Wheaton Terrier,11M,False,Brooklyn
542,September 18 2018,DOG,Chihuahua,1,True,Brooklyn
543,September 23 2018,DOG,German Shepherd,1,False,Brooklyn
544,September 22 2018,DOG,German Shepherd,3,False,Brooklyn
545,September 25 2018,DOG,Pit Bull,3,False,Brooklyn
546,September 25 2018,DOG,Pit Bull,3,False,Brooklyn
547,September 26 2018,DOG,Cane Corso,3,False,Brooklyn
548,September 27 2018,DOG,Pit Bull,6,False,Brooklyn
549,September 27 2018,DOG,German Shepherd,6,False,Brooklyn
550,September 30 2018,DOG,German Shepherd,4,True,Brooklyn
551,September 17 2018,DOG,Doberman Pinscher,8,True,Brooklyn
552,October 01 2018,DOG,Pit Bull,8,False,Brooklyn
553,September 17 2018,DOG,Maltese,8,False,Brooklyn
554,September 29 2018,DOG,MEDIUM MIXED BREED,2,False,Brooklyn
555,September 14 2018,DOG,Bull dog,2,False,Brooklyn
556,September 20 2018,DOG,UNCERTAIN,2,False,Brooklyn
557,September 24 2018,DOG,UNCERTAIN,2,False,Brooklyn
558,September 26 2018,DOG,LABRADOR/PIT BULL X,7,False,Brooklyn
559,September 23 2018,DOG,Boston Terrier,2,True,Brooklyn
560,September 30 2018,DOG,Pit Bull,2,False,Brooklyn
561,September 20 2018,DOG,SMALL MIXED BREED,2,False,Brooklyn
562,September 26 2018,DOG,SMALL MIXED BREED,2,False,Brooklyn
563,October 04 2018,DOG,SMALL MIXED BREED,7,False,Brooklyn
564,October 06 2018,DOG,Mixed/Other,7,False,Brooklyn
565,October 03 2018,DOG,Siberian Husky,2,False,Brooklyn
566,October 07 2018,DOG,Pit Bull,2,False,Brooklyn
567,October 06 2018,DOG,Siberian Husky,2,False,Brooklyn
568,September 24 2018,DOG,Siberian Husky,2,False,Brooklyn
569,September 29 2018,DOG,MIXED,11,True,Brooklyn
570,September 26 2018,DOG,JACK RUSSELL MIX,9,True,Brooklyn
571,September 29 2018,DOG,Chihuahua,9,False,Brooklyn
572,September 29 2018,DOG,Australian Shepherd,9,False,Brooklyn
573,October 03 2018,DOG,POMERIAN/MALTESE X,9,False,Brooklyn
574,October 05 2018,DOG,American Pit Bull Mix / Pit Bull Mix,9,False,Brooklyn
575,October 12 2018,DOG,American Pit Bull Mix / Pit Bull Mix,8,False,Brooklyn
576,October 13 2018,DOG,MEDIUM MIXED BREED,8,False,Brooklyn
577,October 03 2018,DOG,Pit Bull,8,False,Brooklyn
578,October 14 2018,DOG,TERRIER MIX,5,True,Brooklyn
579,October 14 2018,DOG,MEDIUM MIXED BREED,5,False,Brooklyn
580,October 16 2018,DOG,American Pit Bull Terrier/Pit Bull,5,False,Brooklyn
581,October 16 2018,DOG,LARGE MIXED BREED,6,False,Brooklyn
582,October 10 2018,DOG,SMALL MIXED BREED,6,False,Brooklyn
583,October 08 2018,DOG,Pit Bull,6,False,Brooklyn
584,October 16 2018,DOG,Labrador Retriever,6,True,Brooklyn
585,October 07 2018,DOG,"Bull Dog, French",6,False,Brooklyn
586,October 22 2018,DOG,"Bull Dog, French",5,False,Brooklyn
587,October 23 2018,DOG,American Pit Bull Terrier/Pit Bull,5,False,Brooklyn
588,October 21 2018,DOG,LARGE MIXED BREED,2,False,Brooklyn
589,October 26 2018,DOG,MEDIUM MIXED BREED,4,False,Brooklyn
590,October 28 2018,DOG,Pit Bull,4,False,Brooklyn
591,October 28 2018,DOG,Beagle,4,False,Brooklyn
592,October 29 2018,DOG,Labrador Retriever,4,False,Brooklyn
593,October 24 2018,DOG,UNCERTAIN,4,False,Brooklyn
594,October 29 2018,DOG,UNCERTAIN,4,False,Brooklyn
595,October 16 2018,DOG,Pit Bull,4,False,Brooklyn
596,October 06 2018,DOG,TERRIER,3,False,Brooklyn
597,October 30 2018,DOG,Labrador Retriever,3,False,Brooklyn
598,October 30 2018,DOG,Labrador Retriever,3,False,Brooklyn
599,October 08 2018,DOG,Boxer,3,False,Brooklyn
600,October 10 2018,DOG,MIXED,3,False,Brooklyn
601,October 30 2018,DOG,BOXER X,3,False,Brooklyn
602,October 10 2018,DOG,BOXER X,3,False,Brooklyn
603,October 09 2018,DOG,UNCERTAIN,3,False,Brooklyn
604,October 24 2018,DOG,Maltese,3,False,Brooklyn
605,August 17 2018,DOG,Maltese,3,False,Brooklyn
606,August 16 2018,DOG,MUTT,3,False,Brooklyn
607,October 13 2018,DOG,Pit Bull,3,False,Brooklyn
608,October 10 2018,DOG,Pit Bull,3,False,Brooklyn
609,October 10 2018,DOG,Pit Bull,3,False,Brooklyn
610,November 04 2018,DOG,Pit Bull,3,False,Brooklyn
611,October 17 2018,DOG,Pit Bull,3,False,Brooklyn
612,October 21 2018,DOG,Beagle,3,False,Brooklyn
613,October 13 2018,DOG,Beagle,3,False,Brooklyn
614,October 17 2018,DOG,Samoyed,3,False,Brooklyn
615,October 13 2018,DOG,Australian Shepherd,3,False,Brooklyn
616,November 01 2018,DOG,Australian Shepherd,3,True,Brooklyn
617,November 07 2018,DOG,MEDIUM MIXED BREED,3,False,Brooklyn
618,October 22 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,True,Brooklyn
619,November 01 2018,DOG,American Pit Bull Terrier/Pit Bull,3,False,Brooklyn
620,October 20 2018,DOG,Chihuahua,3,False,Brooklyn
621,October 31 2018,DOG,Pit Bull,3,False,Brooklyn
622,October 20 2018,DOG,AMERICAN STAFF TERRIER X,9,True,Brooklyn
623,November 09 2018,DOG,Shiba Inu,3,True,Brooklyn
624,October 29 2018,DOG,Cotton De Tulear,10,True,Brooklyn
625,October 31 2018,DOG,UNCERTAIN,10,False,Brooklyn
626,October 28 2018,DOG,Pit Bull,4,True,Brooklyn
627,November 12 2018,DOG,"Bull Dog, English",3,True,Brooklyn
628,November 13 2018,DOG,LARGE MIXED BREED,3,False,Brooklyn
629,November 10 2018,DOG,Maltese,3,False,Brooklyn
630,November 10 2018,DOG,Maltese,3,False,Brooklyn
631,November 11 2018,DOG,Pit Bull,3,False,Brooklyn
632,October 25 2018,DOG,TERRIER X,8,True,Brooklyn
633,November 09 2018,DOG,Pit Bull,8,False,Brooklyn
634,November 15 2018,DOG,Cock-A-Poo,11,True,Brooklyn
635,November 18 2018,DOG,Cock-A-Poo,11,False,Brooklyn
636,November 07 2018,DOG,MEDIUM MIXED BREED,11,False,Brooklyn
637,November 17 2018,DOG,MEDIUM MIXED BREED,5,False,Brooklyn
638,November 20 2018,DOG,MEDIUM MIXED BREED,3,False,Brooklyn
639,November 11 2018,DOG,American Pit Bull Terrier/Pit Bull,3,False,Brooklyn
640,November 12 2018,DOG,Pit Bull,3,False,Brooklyn
641,November 12 2018,DOG,Pit Bull,3,False,Brooklyn
642,November 13 2018,DOG,Pit Bull,3,False,Brooklyn
643,November 10 2018,DOG,Shih Tzu,3,False,Brooklyn
644,November 21 2018,DOG,Pit Bull,3,False,Brooklyn
645,November 15 2018,DOG,German Shepherd,3,False,Brooklyn
646,November 20 2018,DOG,RETRIEVER X,3,True,Brooklyn
647,October 21 2018,DOG,MALTIPOO,5,False,Brooklyn
648,November 22 2018,DOG,Mixed/Other,5,False,Brooklyn
649,November 26 2018,DOG,Mixed/Other,5,False,Brooklyn
650,November 24 2018,DOG,Shih Tzu,6,False,Brooklyn
651,November 03 2018,DOG,Pit Bull,6,False,Brooklyn
652,November 04 2018,DOG,TERRIER,6,False,Brooklyn
653,November 25 2018,DOG,Mixed/Other,1,False,Brooklyn
654,November 01 2018,DOG,Maltese,1,False,Brooklyn
655,October 31 2018,DOG,Pit Bull,1,False,Brooklyn
656,November 30 2018,DOG,LARGE MIXED BREED,1,False,Brooklyn
657,December 02 2018,DOG,Mixed/Other,1,False,Brooklyn
658,November 28 2018,DOG,AMERICAN STAFF TERRIER X,4,True,Brooklyn
659,November 15 2018,DOG,Rottweiler,4,False,Brooklyn
660,October 28 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,True,Brooklyn
661,November 11 2018,DOG,German Shepherd,3,False,Brooklyn
662,December 02 2018,DOG,Shih Tzu,3,False,Brooklyn
663,November 13 2018,DOG,Chihuahua,3,False,Brooklyn
664,November 05 2018,DOG,Cairn Terrier,3,False,Brooklyn
665,December 05 2018,DOG,Shih Tzu,5,True,Brooklyn
666,November 05 2018,DOG,Staffordshire Bull Terrier,3,True,Brooklyn
667,December 09 2018,DOG,Pit Bull,2,False,Brooklyn
668,December 06 2018,DOG,"Poodle, Miniature",2,False,Brooklyn
669,November 15 2018,DOG,Havanese,2,False,Brooklyn
670,November 19 2018,DOG,American Pit Bull Terrier/Pit Bull,1,True,Brooklyn
671,December 11 2018,DOG,PIT BULL / BEAGLE X,1,False,Brooklyn
672,December 13 2018,DOG,PIT BULL / BEAGLE X,1,False,Brooklyn
673,November 19 2018,DOG,Maltese,1,False,Brooklyn
674,December 17 2018,DOG,Shih Tzu,2YRS,True,Brooklyn
675,December 07 2018,DOG,HUSKY,2YRS,False,Brooklyn
676,December 08 2018,DOG,HUSKY,2YRS,False,Brooklyn
677,November 22 2018,DOG,Labrador Retriever,3,True,Brooklyn
678,November 02 2018,DOG,Labrador Retriever,3,False,Brooklyn
679,December 22 2018,DOG,American Pit Bull Terrier/Pit Bull,3,False,Brooklyn
680,December 17 2018,DOG,Greyhound,3,False,Brooklyn
681,December 24 2018,DOG,American Pit Bull Terrier/Pit Bull,3,False,Brooklyn
682,December 17 2018,DOG,"Dachshund, Wirehaired",11,False,Brooklyn
683,December 02 2018,DOG,Beagle,2,True,Brooklyn
684,December 14 2018,DOG,Bull dog,1,False,Brooklyn
685,December 03 2018,DOG,CATTLE DOG,2,False,Brooklyn
686,January 03 2019,DOG,Bichon Frise,2,False,Brooklyn
687,December 11 2018,DOG,Lhasa Apso,2,False,Brooklyn
688,December 08 2018,DOG,German Shepherd Crossbreed,2,False,Brooklyn
689,December 21 2018,DOG,German Shepherd Crossbreed,2,False,Brooklyn
690,December 13 2018,DOG,German Shepherd Crossbreed,14,True,Brooklyn
691,December 15 2018,DOG,American Pit Bull Terrier/Pit Bull,3,True,Brooklyn
692,December 18 2018,DOG,POMERANIAN MIX,2 YRS,False,Brooklyn
693,November 29 2018,DOG,American Staffordshire Terrier,3,False,Brooklyn
694,December 31 2018,DOG,Shih Tzu,3,False,Brooklyn
695,December 07 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,False,Brooklyn
696,December 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,1,True,Brooklyn
697,January 08 2019,DOG,Chow Chow,8,False,Brooklyn
698,January 04 2019,DOG,Chow Chow,8,False,Brooklyn
699,December 18 2018,DOG,Pit Bull,8,False,Brooklyn
700,August 26 2018,DOG,BORDER COLLIE X,6,True,Brooklyn
701,December 15 2018,DOG,Bull dog,6,False,Brooklyn
702,December 31 2018,DOG,Shiba Inu,6,False,Brooklyn
703,January 06 2019,DOG,MIXED BREED,6,False,Brooklyn
704,January 05 2019,DOG,Golden Retriever,3,True,Brooklyn
705,December 18 2018,DOG,American Staffordshire Terrier,3,False,Brooklyn
706,January 13 2019,DOG,Shiba Inu,10 YRS,False,Brooklyn
707,January 10 2019,DOG,Shiba Inu,10 YRS,False,Brooklyn
708,January 03 2019,DOG,Mixed/Other,10M,False,Brooklyn
709,January 10 2019,DOG,Staffordshire Bull Terrier,10M,False,Brooklyn
710,December 09 2018,DOG,Staffordshire Bull Terrier,1,True,Brooklyn
711,December 21 2018,DOG,Staffordshire Bull Terrier,1,False,Brooklyn
712,January 16 2019,DOG,Havanese,12,False,Brooklyn
713,December 24 2018,DOG,Pit Bull,12,False,Brooklyn
714,December 25 2018,DOG,"Bull Dog, French",3,True,Brooklyn
715,December 31 2018,DOG,"Poodle, Toy",3,True,Brooklyn
716,December 23 2018,DOG,Pit Bull,1,True,Brooklyn
717,December 31 2018,DOG,American Staffordshire Terrier,1,False,Brooklyn
718,January 20 2019,DOG,Chihuahua,1,False,Brooklyn
719,January 04 2019,DOG,Pit Bull,5,False,Brooklyn
720,December 26 2018,DOG,Pomeranian,8,False,Brooklyn
721,January 02 2019,DOG,"Poodle, Standard",8,False,Brooklyn
722,January 06 2019,DOG,Pit Bull,8,False,Brooklyn
723,January 07 2019,DOG,SMALL MIXED BREED,4,False,Brooklyn
724,January 20 2019,DOG,LARGE MIXED BREED,2,False,Brooklyn
725,January 16 2019,DOG,American Pit Bull Terrier/Pit Bull,2,False,Brooklyn
726,January 26 2019,DOG,HUSKY,2,False,Brooklyn
727,January 14 2019,DOG,SHIH TZU MIX,2,True,Brooklyn
728,January 24 2019,DOG,German Shepherd Crossbreed,2,True,Brooklyn
729,December 30 2018,DOG,German Shepherd Crossbreed,2,False,Brooklyn
730,December 31 2018,DOG,German Shepherd Crossbreed,2,False,Brooklyn
731,January 27 2019,DOG,LARGE MIXED BREED,5,False,Brooklyn
732,December 27 2018,DOG,American Pit Bull Terrier/Pit Bull,5,False,Brooklyn
733,January 09 2019,DOG,German Shepherd,5,False,Brooklyn
734,January 27 2019,DOG,Siberian Husky,5,False,Brooklyn
735,January 22 2019,DOG,Pit Bull,4,True,Brooklyn
736,January 11 2019,DOG,Newfoundland,2,True,Brooklyn
737,January 13 2019,DOG,Pit Bull,2,False,Brooklyn
738,February 01 2019,DOG,SMALL MIXED BREED,4,False,Brooklyn
739,February 01 2019,DOG,"Bull Dog, English",3,True,Brooklyn
740,February 06 2019,DOG,Pit Bull,3,False,Brooklyn
741,February 03 2019,DOG,Shih Tzu,2 YRS,True,Brooklyn
742,January 12 2019,DOG,Rottweiler,2 YRS,False,Brooklyn
743,February 08 2019,DOG,"Poodle, Miniature",10,True,Brooklyn
744,February 09 2019,DOG,Miniature Pinscher,10,False,Brooklyn
745,January 10 2019,DOG,Chihuahua,2,False,Brooklyn
746,January 15 2019,DOG,RAT TERRIER,13,False,Brooklyn
747,January 15 2019,DOG,Pit Bull,13,True,Brooklyn
748,January 13 2019,DOG,Jack Russ,3,True,Brooklyn
749,January 13 2019,DOG,Chihuahua Crossbreed,11,False,Brooklyn
750,January 10 2019,DOG,Shiba Inu,11,False,Brooklyn
751,February 12 2019,DOG,LABRADOR / SHEPHERD MIX,1,False,Brooklyn
752,February 12 2019,DOG,LARGE MIXED BREED,1,False,Brooklyn
753,February 12 2019,DOG,Shih Tzu,7,True,Brooklyn
754,January 30 2019,DOG,BERNEDOODLE,3,True,Brooklyn
755,January 28 2019,DOG,American Pit Bull Terrier/Pit Bull,3,False,Brooklyn
756,January 28 2019,DOG,American Pit Bull Terrier/Pit Bull,3,False,Brooklyn
757,January 30 2019,DOG,WHIPPET X,3,True,Brooklyn
758,February 12 2019,DOG,WHIPPET X,3,False,Brooklyn
759,January 27 2019,DOG,WHIPPET X,3,False,Brooklyn
760,January 26 2019,DOG,Pit Bull,3,False,Brooklyn
761,January 17 2019,DOG,Pit Bull,3,False,Brooklyn
762,January 14 2019,DOG,Havanese,3,False,Brooklyn
763,February 02 2019,DOG,MEDIUM MIXED BREED,3,False,Brooklyn
764,February 06 2019,DOG,MEDIUM MIXED BREED,1,False,Brooklyn
765,February 04 2019,DOG,Mixed/Other,1,False,Brooklyn
766,February 16 2019,DOG,American Pit Bull Terrier/Pit Bull,1,False,Brooklyn
767,February 18 2019,DOG,MIXED BREED,1,False,Brooklyn
768,February 01 2019,DOG,MALTIPOO,2,False,Brooklyn
769,February 02 2019,DOG,Rottweiler,3,False,Brooklyn
770,January 09 2019,DOG,Pit Bull,5M,False,Brooklyn
771,February 17 2019,DOG,MEDIUM MIXED BREED,12,False,Brooklyn
772,January 17 2019,DOG,Pit Bull,8,True,Brooklyn
773,February 04 2019,DOG,POINTER X,3,True,Brooklyn
774,January 11 2019,DOG,Maltese,3,False,Brooklyn
775,January 24 2019,DOG,Maltese,3,False,Brooklyn
776,January 31 2019,DOG,TERRIER X,6,False,Brooklyn
777,February 02 2019,DOG,UNCERTAIN,6,False,Brooklyn
778,February 04 2019,DOG,UNCERTAIN,6,False,Brooklyn
779,February 15 2019,DOG,SMALL MIXED BREED,5,False,Brooklyn
780,February 17 2019,DOG,LARGE MIXED BREED,2,False,Brooklyn
781,February 23 2019,DOG,SMALL MIXED BREED,2,False,Brooklyn
782,February 24 2019,DOG,SMALL MIXED BREED,3,False,Brooklyn
783,February 23 2019,DOG,LARGE MIXED BREED,3,False,Brooklyn
784,February 26 2019,DOG,MIXED BREED,3,False,Brooklyn
785,February 26 2019,DOG,Yorkshire Terrier,3,False,Brooklyn
786,February 08 2019,DOG,Cane Corso,3,False,Brooklyn
787,February 07 2019,DOG,Maltese,3,False,Brooklyn
788,February 22 2019,DOG,Beagle Crossbreed,3 MONS,True,Brooklyn
789,February 19 2019,DOG,Pit Bull,3 MONS,False,Brooklyn
790,February 19 2019,DOG,BRITISH BULLDOG,8,False,Brooklyn
791,January 18 2019,DOG,CORGI,3,True,Brooklyn
792,February 08 2019,DOG,FRENCH BARBET,3,False,Brooklyn
793,July 27 2018,DOG,Shiba Inu,4,False,Brooklyn
794,March 01 2019,DOG,Akita,3,False,Brooklyn
795,February 25 2019,DOG,Akita,3,False,Brooklyn
796,March 02 2019,DOG,HUSKY,4 M,False,Brooklyn
797,February 23 2019,DOG,BASENJI,6,True,Brooklyn
798,February 26 2019,DOG,Cane Corso,6,False,Brooklyn
